t,sx1,sy1,sx2,sy2,vx1,vy1,vx2,vy2,distance,compression, compression_x, compression_y, F1x, F1y, F2x, F2y
0.2709,3.2544,0,5.0029,0,10.6389,0,0.4537,0,1.7485,-0.1258,0.1258,0,-300.133,0,300.133,0
0.271,3.2555,0,5.0029,0,10.6238,0,0.4587,0,1.7475,-0.1263,0.1263,0,-301.956,0,301.956,0
0.2711,3.2565,0,5.003,0,10.6087,0,0.4638,0,1.7464,-0.1268,0.1268,0,-303.779,0,303.779,0
0.2712,3.2576,0,5.003,0,10.5934,0,0.4689,0,1.7454,-0.1273,0.1273,0,-305.603,0,305.603,0
0.2713,3.2586,0,5.0031,0,10.5781,0,0.474,0,1.7444,-0.1278,0.1278,0,-307.426,0,307.426,0
0.2714,3.2597,0,5.0031,0,10.5627,0,0.4791,0,1.7434,-0.1283,0.1283,0,-309.249,0,309.249,0
0.2715,3.2608,0,5.0032,0,10.5472,0,0.4843,0,1.7424,-0.1288,0.1288,0,-311.072,0,311.072,0
0.2716,3.2618,0,5.0032,0,10.5316,0,0.4895,0,1.7414,-0.1293,0.1293,0,-312.895,0,312.895,0
0.2717,3.2629,0,5.0033,0,10.5159,0,0.4947,0,1.7404,-0.1298,0.1298,0,-314.717,0,314.717,0
0.2718,3.2639,0,5.0033,0,10.5001,0,0.5,0,1.7394,-0.1303,0.1303,0,-316.539,0,316.539,0
0.2719,3.265,0,5.0034,0,10.4842,0,0.5053,0,1.7384,-0.1308,0.1308,0,-318.361,0,318.361,0
0.272,3.266,0,5.0034,0,10.4683,0,0.5106,0,1.7374,-0.1313,0.1313,0,-320.183,0,320.183,0
0.2721,3.2671,0,5.0035,0,10.4522,0,0.5159,0,1.7364,-0.1318,0.1318,0,-322.004,0,322.004,0
0.2722,3.2681,0,5.0035,0,10.4361,0,0.5213,0,1.7354,-0.1323,0.1323,0,-323.824,0,323.824,0
0.2723,3.2691,0,5.0036,0,10.4198,0,0.5267,0,1.7344,-0.1328,0.1328,0,-325.644,0,325.644,0
0.2724,3.2702,0,5.0036,0,10.4035,0,0.5322,0,1.7334,-0.1333,0.1333,0,-327.463,0,327.463,0
0.2725,3.2712,0,5.0037,0,10.3871,0,0.5376,0,1.7324,-0.1338,0.1338,0,-329.282,0,329.282,0
0.2726,3.2723,0,5.0037,0,10.3706,0,0.5431,0,1.7315,-0.1343,0.1343,0,-331.1,0,331.1,0
0.2727,3.2733,0,5.0038,0,10.354,0,0.5487,0,1.7305,-0.1348,0.1348,0,-332.917,0,332.917,0
0.2728,3.2743,0,5.0038,0,10.3373,0,0.5542,0,1.7295,-0.1352,0.1352,0,-334.734,0,334.734,0
0.2729,3.2754,0,5.0039,0,10.3205,0,0.5598,0,1.7285,-0.1357,0.1357,0,-336.549,0,336.549,0
0.273,3.2764,0,5.0039,0,10.3036,0,0.5655,0,1.7275,-0.1362,0.1362,0,-338.364,0,338.364,0
0.2731,3.2774,0,5.004,0,10.2867,0,0.5711,0,1.7266,-0.1367,0.1367,0,-340.178,0,340.178,0
0.2732,3.2785,0,5.0041,0,10.2696,0,0.5768,0,1.7256,-0.1372,0.1372,0,-341.99,0,341.99,0
0.2733,3.2795,0,5.0041,0,10.2525,0,0.5825,0,1.7246,-0.1377,0.1377,0,-343.802,0,343.802,0
0.2734,3.2805,0,5.0042,0,10.2352,0,0.5883,0,1.7237,-0.1382,0.1382,0,-345.612,0,345.612,0
0.2735,3.2815,0,5.0042,0,10.2179,0,0.594,0,1.7227,-0.1386,0.1386,0,-347.422,0,347.422,0
0.2736,3.2826,0,5.0043,0,10.2005,0,0.5998,0,1.7217,-0.1391,0.1391,0,-349.23,0,349.23,0
0.2737,3.2836,0,5.0044,0,10.183,0,0.6057,0,1.7208,-0.1396,0.1396,0,-351.036,0,351.036,0
0.2738,3.2846,0,5.0044,0,10.1654,0,0.6115,0,1.7198,-0.1401,0.1401,0,-352.842,0,352.842,0
0.2739,3.2856,0,5.0045,0,10.1477,0,0.6174,0,1.7189,-0.1406,0.1406,0,-354.646,0,354.646,0
0.274,3.2866,0,5.0045,0,10.1299,0,0.6234,0,1.7179,-0.141,0.141,0,-356.449,0,356.449,0
0.2741,3.2876,0,5.0046,0,10.1121,0,0.6293,0,1.717,-0.1415,0.1415,0,-358.25,0,358.25,0
0.2742,3.2886,0,5.0047,0,10.0941,0,0.6353,0,1.716,-0.142,0.142,0,-360.05,0,360.05,0
0.2743,3.2897,0,5.0047,0,10.0761,0,0.6413,0,1.7151,-0.1425,0.1425,0,-361.848,0,361.848,0
0.2744,3.2907,0,5.0048,0,10.0579,0,0.6474,0,1.7141,-0.1429,0.1429,0,-363.645,0,363.645,0
0.2745,3.2917,0,5.0049,0,10.0397,0,0.6534,0,1.7132,-0.1434,0.1434,0,-365.44,0,365.44,0
0.2746,3.2927,0,5.0049,0,10.0214,0,0.6595,0,1.7123,-0.1439,0.1439,0,-367.233,0,367.233,0
0.2747,3.2937,0,5.005,0,10.003,0,0.6657,0,1.7113,-0.1443,0.1443,0,-369.024,0,369.024,0
0.2748,3.2947,0,5.0051,0,9.9845,0,0.6718,0,1.7104,-0.1448,0.1448,0,-370.814,0,370.814,0
0.2749,3.2957,0,5.0051,0,9.9659,0,0.678,0,1.7095,-0.1453,0.1453,0,-372.602,0,372.602,0
0.275,3.2967,0,5.0052,0,9.9472,0,0.6843,0,1.7085,-0.1457,0.1457,0,-374.387,0,374.387,0
0.2751,3.2977,0,5.0053,0,9.9284,0,0.6905,0,1.7076,-0.1462,0.1462,0,-376.171,0,376.171,0
0.2752,3.2986,0,5.0053,0,9.9096,0,0.6968,0,1.7067,-0.1466,0.1466,0,-377.953,0,377.953,0
0.2753,3.2996,0,5.0054,0,9.8906,0,0.7031,0,1.7058,-0.1471,0.1471,0,-379.733,0,379.733,0
0.2754,3.3006,0,5.0055,0,9.8716,0,0.7095,0,1.7049,-0.1476,0.1476,0,-381.51,0,381.51,0
0.2755,3.3016,0,5.0055,0,9.8525,0,0.7158,0,1.7039,-0.148,0.148,0,-383.286,0,383.286,0
0.2756,3.3026,0,5.0056,0,9.8333,0,0.7222,0,1.703,-0.1485,0.1485,0,-385.059,0,385.059,0
0.2757,3.3036,0,5.0057,0,9.814,0,0.7287,0,1.7021,-0.1489,0.1489,0,-386.83,0,386.83,0
0.2758,3.3046,0,5.0058,0,9.7946,0,0.7351,0,1.7012,-0.1494,0.1494,0,-388.599,0,388.599,0
0.2759,3.3055,0,5.0058,0,9.7751,0,0.7416,0,1.7003,-0.1498,0.1498,0,-390.365,0,390.365,0
0.276,3.3065,0,5.0059,0,9.7556,0,0.7481,0,1.6994,-0.1503,0.1503,0,-392.128,0,392.128,0
0.2761,3.3075,0,5.006,0,9.7359,0,0.7547,0,1.6985,-0.1507,0.1507,0,-393.89,0,393.89,0
0.2762,3.3085,0,5.0061,0,9.7162,0,0.7613,0,1.6976,-0.1512,0.1512,0,-395.649,0,395.649,0
0.2763,3.3094,0,5.0061,0,9.6963,0,0.7679,0,1.6967,-0.1516,0.1516,0,-397.405,0,397.405,0
0.2764,3.3104,0,5.0062,0,9.6764,0,0.7745,0,1.6958,-0.1521,0.1521,0,-399.159,0,399.159,0
0.2765,3.3114,0,5.0063,0,9.6564,0,0.7812,0,1.6949,-0.1525,0.1525,0,-400.909,0,400.909,0
0.2766,3.3123,0,5.0064,0,9.6363,0,0.7879,0,1.694,-0.153,0.153,0,-402.658,0,402.658,0
0.2767,3.3133,0,5.0065,0,9.6162,0,0.7946,0,1.6932,-0.1534,0.1534,0,-404.403,0,404.403,0
0.2768,3.3143,0,5.0065,0,9.5959,0,0.8014,0,1.6923,-0.1539,0.1539,0,-406.146,0,406.146,0
0.2769,3.3152,0,5.0066,0,9.5755,0,0.8082,0,1.6914,-0.1543,0.1543,0,-407.885,0,407.885,0
0.277,3.3162,0,5.0067,0,9.5551,0,0.815,0,1.6905,-0.1547,0.1547,0,-409.622,0,409.622,0
0.2771,3.3171,0,5.0068,0,9.5346,0,0.8218,0,1.6897,-0.1552,0.1552,0,-411.356,0,411.356,0
0.2772,3.3181,0,5.0069,0,9.514,0,0.8287,0,1.6888,-0.1556,0.1556,0,-413.087,0,413.087,0
0.2773,3.319,0,5.0069,0,9.4933,0,0.8356,0,1.6879,-0.156,0.156,0,-414.815,0,414.815,0
0.2774,3.32,0,5.007,0,9.4725,0,0.8425,0,1.6871,-0.1565,0.1565,0,-416.539,0,416.539,0
0.2775,3.3209,0,5.0071,0,9.4516,0,0.8495,0,1.6862,-0.1569,0.1569,0,-418.261,0,418.261,0
0.2776,3.3219,0,5.0072,0,9.4307,0,0.8564,0,1.6853,-0.1573,0.1573,0,-419.979,0,419.979,0
0.2777,3.3228,0,5.0073,0,9.4096,0,0.8635,0,1.6845,-0.1578,0.1578,0,-421.694,0,421.694,0
0.2778,3.3237,0,5.0074,0,9.3885,0,0.8705,0,1.6836,-0.1582,0.1582,0,-423.406,0,423.406,0
0.2779,3.3247,0,5.0075,0,9.3673,0,0.8776,0,1.6828,-0.1586,0.1586,0,-425.114,0,425.114,0
0.278,3.3256,0,5.0075,0,9.346,0,0.8847,0,1.6819,-0.159,0.159,0,-426.819,0,426.819,0
0.2781,3.3266,0,5.0076,0,9.3246,0,0.8918,0,1.6811,-0.1595,0.1595,0,-428.52,0,428.52,0
0.2782,3.3275,0,5.0077,0,9.3031,0,0.899,0,1.6802,-0.1599,0.1599,0,-430.218,0,430.218,0
0.2783,3.3284,0,5.0078,0,9.2816,0,0.9061,0,1.6794,-0.1603,0.1603,0,-431.913,0,431.913,0
0.2784,3.3293,0,5.0079,0,9.2599,0,0.9134,0,1.6786,-0.1607,0.1607,0,-433.603,0,433.603,0
0.2785,3.3303,0,5.008,0,9.2382,0,0.9206,0,1.6777,-0.1611,0.1611,0,-435.29,0,435.29,0
0.2786,3.3312,0,5.0081,0,9.2164,0,0.9279,0,1.6769,-0.1615,0.1615,0,-436.974,0,436.974,0
0.2787,3.3321,0,5.0082,0,9.1945,0,0.9352,0,1.6761,-0.162,0.162,0,-438.653,0,438.653,0
0.2788,3.333,0,5.0083,0,9.1725,0,0.9425,0,1.6752,-0.1624,0.1624,0,-440.329,0,440.329,0
0.2789,3.3339,0,5.0084,0,9.1505,0,0.9498,0,1.6744,-0.1628,0.1628,0,-442.001,0,442.001,0
0.279,3.3349,0,5.0085,0,9.1283,0,0.9572,0,1.6736,-0.1632,0.1632,0,-443.669,0,443.669,0
0.2791,3.3358,0,5.0086,0,9.1061,0,0.9646,0,1.6728,-0.1636,0.1636,0,-445.333,0,445.333,0
0.2792,3.3367,0,5.0087,0,9.0838,0,0.9721,0,1.672,-0.164,0.164,0,-446.994,0,446.994,0
0.2793,3.3376,0,5.0088,0,9.0614,0,0.9795,0,1.6712,-0.1644,0.1644,0,-448.65,0,448.65,0
0.2794,3.3385,0,5.0089,0,9.0389,0,0.987,0,1.6704,-0.1648,0.1648,0,-450.302,0,450.302,0
0.2795,3.3394,0,5.009,0,9.0164,0,0.9945,0,1.6696,-0.1652,0.1652,0,-451.95,0,451.95,0
0.2796,3.3403,0,5.0091,0,8.9937,0,1.0021,0,1.6688,-0.1656,0.1656,0,-453.593,0,453.593,0
0.2797,3.3412,0,5.0092,0,8.971,0,1.0097,0,1.668,-0.166,0.166,0,-455.233,0,455.233,0
0.2798,3.3421,0,5.0093,0,8.9482,0,1.0173,0,1.6672,-0.1664,0.1664,0,-456.868,0,456.868,0
0.2799,3.343,0,5.0094,0,8.9253,0,1.0249,0,1.6664,-0.1668,0.1668,0,-458.499,0,458.499,0
0.28,3.3439,0,5.0095,0,8.9024,0,1.0325,0,1.6656,-0.1672,0.1672,0,-460.125,0,460.125,0
0.2801,3.3448,0,5.0096,0,8.8793,0,1.0402,0,1.6648,-0.1676,0.1676,0,-461.747,0,461.747,0
0.2802,3.3456,0,5.0097,0,8.8562,0,1.0479,0,1.664,-0.168,0.168,0,-463.365,0,463.365,0
0.2803,3.3465,0,5.0098,0,8.833,0,1.0557,0,1.6632,-0.1684,0.1684,0,-464.978,0,464.978,0
0.2804,3.3474,0,5.0099,0,8.8097,0,1.0634,0,1.6625,-0.1688,0.1688,0,-466.587,0,466.587,0
0.2805,3.3483,0,5.01,0,8.7863,0,1.0712,0,1.6617,-0.1691,0.1691,0,-468.19,0,468.19,0
0.2806,3.3492,0,5.0101,0,8.7629,0,1.079,0,1.6609,-0.1695,0.1695,0,-469.79,0,469.79,0
0.2807,3.35,0,5.0102,0,8.7393,0,1.0869,0,1.6602,-0.1699,0.1699,0,-471.384,0,471.384,0
0.2808,3.3509,0,5.0103,0,8.7157,0,1.0948,0,1.6594,-0.1703,0.1703,0,-472.974,0,472.974,0
0.2809,3.3518,0,5.0104,0,8.692,0,1.1027,0,1.6586,-0.1707,0.1707,0,-474.559,0,474.559,0
0.281,3.3527,0,5.0105,0,8.6683,0,1.1106,0,1.6579,-0.1711,0.1711,0,-476.139,0,476.139,0
0.2811,3.3535,0,5.0106,0,8.6444,0,1.1185,0,1.6571,-0.1714,0.1714,0,-477.715,0,477.715,0
0.2812,3.3544,0,5.0108,0,8.6205,0,1.1265,0,1.6564,-0.1718,0.1718,0,-479.285,0,479.285,0
0.2813,3.3552,0,5.0109,0,8.5965,0,1.1345,0,1.6556,-0.1722,0.1722,0,-480.85,0,480.85,0
0.2814,3.3561,0,5.011,0,8.5724,0,1.1425,0,1.6549,-0.1726,0.1726,0,-482.411,0,482.411,0
0.2815,3.357,0,5.0111,0,8.5483,0,1.1506,0,1.6541,-0.1729,0.1729,0,-483.966,0,483.966,0
0.2816,3.3578,0,5.0112,0,8.524,0,1.1587,0,1.6534,-0.1733,0.1733,0,-485.516,0,485.516,0
0.2817,3.3587,0,5.0113,0,8.4997,0,1.1668,0,1.6527,-0.1737,0.1737,0,-487.061,0,487.061,0
0.2818,3.3595,0,5.0114,0,8.4753,0,1.1749,0,1.6519,-0.174,0.174,0,-488.601,0,488.601,0
0.2819,3.3604,0,5.0116,0,8.4508,0,1.1831,0,1.6512,-0.1744,0.1744,0,-490.136,0,490.136,0
0.282,3.3612,0,5.0117,0,8.4263,0,1.1912,0,1.6505,-0.1748,0.1748,0,-491.665,0,491.665,0
0.2821,3.362,0,5.0118,0,8.4017,0,1.1994,0,1.6498,-0.1751,0.1751,0,-493.189,0,493.189,0
0.2822,3.3629,0,5.0119,0,8.377,0,1.2077,0,1.649,-0.1755,0.1755,0,-494.708,0,494.708,0
0.2823,3.3637,0,5.012,0,8.3522,0,1.2159,0,1.6483,-0.1758,0.1758,0,-496.221,0,496.221,0
0.2824,3.3646,0,5.0122,0,8.3274,0,1.2242,0,1.6476,-0.1762,0.1762,0,-497.728,0,497.728,0
0.2825,3.3654,0,5.0123,0,8.3024,0,1.2325,0,1.6469,-0.1765,0.1765,0,-499.231,0,499.231,0
0.2826,3.3662,0,5.0124,0,8.2774,0,1.2409,0,1.6462,-0.1769,0.1769,0,-500.727,0,500.727,0
0.2827,3.367,0,5.0125,0,8.2524,0,1.2492,0,1.6455,-0.1772,0.1772,0,-502.218,0,502.218,0
0.2828,3.3679,0,5.0127,0,8.2272,0,1.2576,0,1.6448,-0.1776,0.1776,0,-503.704,0,503.704,0
0.2829,3.3687,0,5.0128,0,8.202,0,1.266,0,1.6441,-0.1779,0.1779,0,-505.183,0,505.183,0
0.283,3.3695,0,5.0129,0,8.1767,0,1.2744,0,1.6434,-0.1783,0.1783,0,-506.657,0,506.657,0
0.2831,3.3703,0,5.013,0,8.1513,0,1.2829,0,1.6427,-0.1786,0.1786,0,-508.125,0,508.125,0
0.2832,3.3711,0,5.0132,0,8.1259,0,1.2914,0,1.642,-0.179,0.179,0,-509.588,0,509.588,0
0.2833,3.3719,0,5.0133,0,8.1004,0,1.2999,0,1.6414,-0.1793,0.1793,0,-511.044,0,511.044,0
0.2834,3.3728,0,5.0134,0,8.0748,0,1.3084,0,1.6407,-0.1797,0.1797,0,-512.495,0,512.495,0
0.2835,3.3736,0,5.0136,0,8.0491,0,1.317,0,1.64,-0.18,0.18,0,-513.939,0,513.939,0
0.2836,3.3744,0,5.0137,0,8.0234,0,1.3255,0,1.6393,-0.1803,0.1803,0,-515.378,0,515.378,0
0.2837,3.3752,0,5.0138,0,7.9976,0,1.3341,0,1.6387,-0.1807,0.1807,0,-516.811,0,516.811,0
0.2838,3.376,0,5.014,0,7.9717,0,1.3428,0,1.638,-0.181,0.181,0,-518.237,0,518.237,0
0.2839,3.3768,0,5.0141,0,7.9458,0,1.3514,0,1.6373,-0.1813,0.1813,0,-519.658,0,519.658,0
0.284,3.3776,0,5.0142,0,7.9197,0,1.3601,0,1.6367,-0.1817,0.1817,0,-521.072,0,521.072,0
0.2841,3.3783,0,5.0144,0,7.8936,0,1.3688,0,1.636,-0.182,0.182,0,-522.48,0,522.48,0
0.2842,3.3791,0,5.0145,0,7.8675,0,1.3775,0,1.6354,-0.1823,0.1823,0,-523.882,0,523.882,0
0.2843,3.3799,0,5.0146,0,7.8413,0,1.3862,0,1.6347,-0.1826,0.1826,0,-525.278,0,525.278,0
0.2844,3.3807,0,5.0148,0,7.815,0,1.395,0,1.6341,-0.183,0.183,0,-526.667,0,526.667,0
0.2845,3.3815,0,5.0149,0,7.7886,0,1.4038,0,1.6334,-0.1833,0.1833,0,-528.05,0,528.05,0
0.2846,3.3823,0,5.0151,0,7.7622,0,1.4126,0,1.6328,-0.1836,0.1836,0,-529.426,0,529.426,0
0.2847,3.383,0,5.0152,0,7.7356,0,1.4215,0,1.6322,-0.1839,0.1839,0,-530.796,0,530.796,0
0.2848,3.3838,0,5.0153,0,7.7091,0,1.4303,0,1.6315,-0.1842,0.1842,0,-532.16,0,532.16,0
0.2849,3.3846,0,5.0155,0,7.6824,0,1.4392,0,1.6309,-0.1845,0.1845,0,-533.517,0,533.517,0
0.285,3.3853,0,5.0156,0,7.6557,0,1.4481,0,1.6303,-0.1849,0.1849,0,-534.867,0,534.867,0
0.2851,3.3861,0,5.0158,0,7.6289,0,1.457,0,1.6297,-0.1852,0.1852,0,-536.211,0,536.211,0
0.2852,3.3869,0,5.0159,0,7.6021,0,1.466,0,1.6291,-0.1855,0.1855,0,-537.548,0,537.548,0
0.2853,3.3876,0,5.0161,0,7.5752,0,1.4749,0,1.6284,-0.1858,0.1858,0,-538.879,0,538.879,0
0.2854,3.3884,0,5.0162,0,7.5482,0,1.4839,0,1.6278,-0.1861,0.1861,0,-540.202,0,540.202,0
0.2855,3.3891,0,5.0164,0,7.5212,0,1.4929,0,1.6272,-0.1864,0.1864,0,-541.519,0,541.519,0
0.2856,3.3899,0,5.0165,0,7.4941,0,1.502,0,1.6266,-0.1867,0.1867,0,-542.83,0,542.83,0
0.2857,3.3906,0,5.0167,0,7.4669,0,1.511,0,1.626,-0.187,0.187,0,-544.133,0,544.133,0
0.2858,3.3914,0,5.0168,0,7.4396,0,1.5201,0,1.6254,-0.1873,0.1873,0,-545.429,0,545.429,0
0.2859,3.3921,0,5.017,0,7.4123,0,1.5292,0,1.6249,-0.1876,0.1876,0,-546.719,0,546.719,0
0.286,3.3929,0,5.0171,0,7.385,0,1.5383,0,1.6243,-0.1879,0.1879,0,-548.002,0,548.002,0
0.2861,3.3936,0,5.0173,0,7.3575,0,1.5475,0,1.6237,-0.1882,0.1882,0,-549.277,0,549.277,0
0.2862,3.3943,0,5.0174,0,7.33,0,1.5567,0,1.6231,-0.1884,0.1884,0,-550.546,0,550.546,0
0.2863,3.3951,0,5.0176,0,7.3025,0,1.5658,0,1.6225,-0.1887,0.1887,0,-551.807,0,551.807,0
0.2864,3.3958,0,5.0178,0,7.2749,0,1.575,0,1.622,-0.189,0.189,0,-553.062,0,553.062,0
0.2865,3.3965,0,5.0179,0,7.2472,0,1.5843,0,1.6214,-0.1893,0.1893,0,-554.309,0,554.309,0
0.2866,3.3972,0,5.0181,0,7.2194,0,1.5935,0,1.6208,-0.1896,0.1896,0,-555.549,0,555.549,0
0.2867,3.398,0,5.0182,0,7.1916,0,1.6028,0,1.6203,-0.1899,0.1899,0,-556.782,0,556.782,0
0.2868,3.3987,0,5.0184,0,7.1638,0,1.6121,0,1.6197,-0.1901,0.1901,0,-558.007,0,558.007,0
0.2869,3.3994,0,5.0186,0,7.1358,0,1.6214,0,1.6192,-0.1904,0.1904,0,-559.226,0,559.226,0
0.287,3.4001,0,5.0187,0,7.1078,0,1.6307,0,1.6186,-0.1907,0.1907,0,-560.436,0,560.436,0
0.2871,3.4008,0,5.0189,0,7.0798,0,1.6401,0,1.6181,-0.191,0.191,0,-561.64,0,561.64,0
0.2872,3.4015,0,5.019,0,7.0517,0,1.6494,0,1.6175,-0.1912,0.1912,0,-562.836,0,562.836,0
0.2873,3.4022,0,5.0192,0,7.0235,0,1.6588,0,1.617,-0.1915,0.1915,0,-564.025,0,564.025,0
0.2874,3.4029,0,5.0194,0,6.9953,0,1.6682,0,1.6164,-0.1918,0.1918,0,-565.206,0,565.206,0
0.2875,3.4036,0,5.0195,0,6.967,0,1.6777,0,1.6159,-0.192,0.192,0,-566.38,0,566.38,0
0.2876,3.4043,0,5.0197,0,6.9386,0,1.6871,0,1.6154,-0.1923,0.1923,0,-567.546,0,567.546,0
0.2877,3.405,0,5.0199,0,6.9102,0,1.6966,0,1.6149,-0.1926,0.1926,0,-568.705,0,568.705,0
0.2878,3.4057,0,5.02,0,6.8818,0,1.7061,0,1.6143,-0.1928,0.1928,0,-569.856,0,569.856,0
0.2879,3.4064,0,5.0202,0,6.8532,0,1.7156,0,1.6138,-0.1931,0.1931,0,-570.999,0,570.999,0
0.288,3.4071,0,5.0204,0,6.8247,0,1.7251,0,1.6133,-0.1933,0.1933,0,-572.135,0,572.135,0
0.2881,3.4078,0,5.0206,0,6.796,0,1.7347,0,1.6128,-0.1936,0.1936,0,-573.263,0,573.263,0
0.2882,3.4084,0,5.0207,0,6.7673,0,1.7442,0,1.6123,-0.1938,0.1938,0,-574.383,0,574.383,0
0.2883,3.4091,0,5.0209,0,6.7386,0,1.7538,0,1.6118,-0.1941,0.1941,0,-575.495,0,575.495,0
0.2884,3.4098,0,5.0211,0,6.7098,0,1.7634,0,1.6113,-0.1943,0.1943,0,-576.6,0,576.6,0
0.2885,3.4105,0,5.0213,0,6.6809,0,1.773,0,1.6108,-0.1946,0.1946,0,-577.696,0,577.696,0
0.2886,3.4111,0,5.0214,0,6.652,0,1.7827,0,1.6103,-0.1948,0.1948,0,-578.785,0,578.785,0
0.2887,3.4118,0,5.0216,0,6.623,0,1.7923,0,1.6098,-0.1951,0.1951,0,-579.866,0,579.866,0
0.2888,3.4124,0,5.0218,0,6.594,0,1.802,0,1.6094,-0.1953,0.1953,0,-580.939,0,580.939,0
0.2889,3.4131,0,5.022,0,6.5649,0,1.8117,0,1.6089,-0.1956,0.1956,0,-582.004,0,582.004,0
0.289,3.4138,0,5.0222,0,6.5358,0,1.8214,0,1.6084,-0.1958,0.1958,0,-583.061,0,583.061,0
0.2891,3.4144,0,5.0223,0,6.5066,0,1.8311,0,1.6079,-0.196,0.196,0,-584.11,0,584.11,0
0.2892,3.4151,0,5.0225,0,6.4774,0,1.8409,0,1.6075,-0.1963,0.1963,0,-585.151,0,585.151,0
0.2893,3.4157,0,5.0227,0,6.4481,0,1.8506,0,1.607,-0.1965,0.1965,0,-586.183,0,586.183,0
0.2894,3.4163,0,5.0229,0,6.4188,0,1.8604,0,1.6066,-0.1967,0.1967,0,-587.208,0,587.208,0
0.2895,3.417,0,5.0231,0,6.3894,0,1.8702,0,1.6061,-0.1969,0.1969,0,-588.224,0,588.224,0
0.2896,3.4176,0,5.0233,0,6.36,0,1.88,0,1.6056,-0.1972,0.1972,0,-589.233,0,589.233,0
0.2897,3.4183,0,5.0235,0,6.3305,0,1.8898,0,1.6052,-0.1974,0.1974,0,-590.233,0,590.233,0
0.2898,3.4189,0,5.0237,0,6.3009,0,1.8997,0,1.6048,-0.1976,0.1976,0,-591.224,0,591.224,0
0.2899,3.4195,0,5.0238,0,6.2714,0,1.9095,0,1.6043,-0.1978,0.1978,0,-592.208,0,592.208,0
0.29,3.4201,0,5.024,0,6.2417,0,1.9194,0,1.6039,-0.1981,0.1981,0,-593.183,0,593.183,0
0.2901,3.4208,0,5.0242,0,6.212,0,1.9293,0,1.6035,-0.1983,0.1983,0,-594.149,0,594.149,0
0.2902,3.4214,0,5.0244,0,6.1823,0,1.9392,0,1.603,-0.1985,0.1985,0,-595.108,0,595.108,0
0.2903,3.422,0,5.0246,0,6.1525,0,1.9492,0,1.6026,-0.1987,0.1987,0,-596.058,0,596.058,0
0.2904,3.4226,0,5.0248,0,6.1227,0,1.9591,0,1.6022,-0.1989,0.1989,0,-596.999,0,596.999,0
0.2905,3.4232,0,5.025,0,6.0928,0,1.9691,0,1.6018,-0.1991,0.1991,0,-597.932,0,597.932,0
0.2906,3.4238,0,5.0252,0,6.0629,0,1.979,0,1.6014,-0.1993,0.1993,0,-598.857,0,598.857,0
0.2907,3.4244,0,5.0254,0,6.0329,0,1.989,0,1.601,-0.1995,0.1995,0,-599.773,0,599.773,0
0.2908,3.425,0,5.0256,0,6.0029,0,1.999,0,1.6006,-0.1997,0.1997,0,-600.68,0,600.68,0
0.2909,3.4256,0,5.0258,0,5.9729,0,2.009,0,1.6002,-0.1999,0.1999,0,-601.579,0,601.579,0
0.291,3.4262,0,5.026,0,5.9428,0,2.0191,0,1.5998,-0.2001,0.2001,0,-602.47,0,602.47,0
0.2911,3.4268,0,5.0262,0,5.9126,0,2.0291,0,1.5994,-0.2003,0.2003,0,-603.351,0,603.351,0
0.2912,3.4274,0,5.0264,0,5.8824,0,2.0392,0,1.599,-0.2005,0.2005,0,-604.224,0,604.224,0
0.2913,3.428,0,5.0266,0,5.8522,0,2.0493,0,1.5986,-0.2007,0.2007,0,-605.088,0,605.088,0
0.2914,3.4286,0,5.0268,0,5.8219,0,2.0594,0,1.5982,-0.2009,0.2009,0,-605.944,0,605.944,0
0.2915,3.4292,0,5.027,0,5.7916,0,2.0695,0,1.5979,-0.2011,0.2011,0,-606.791,0,606.791,0
0.2916,3.4297,0,5.0272,0,5.7612,0,2.0796,0,1.5975,-0.2013,0.2013,0,-607.629,0,607.629,0
0.2917,3.4303,0,5.0274,0,5.7308,0,2.0897,0,1.5971,-0.2014,0.2014,0,-608.458,0,608.458,0
0.2918,3.4309,0,5.0277,0,5.7004,0,2.0999,0,1.5968,-0.2016,0.2016,0,-609.279,0,609.279,0
0.2919,3.4315,0,5.0279,0,5.6699,0,2.11,0,1.5964,-0.2018,0.2018,0,-610.09,0,610.09,0
0.292,3.432,0,5.0281,0,5.6394,0,2.1202,0,1.596,-0.202,0.202,0,-610.893,0,610.893,0
0.2921,3.4326,0,5.0283,0,5.6088,0,2.1304,0,1.5957,-0.2022,0.2022,0,-611.687,0,611.687,0
0.2922,3.4332,0,5.0285,0,5.5782,0,2.1406,0,1.5953,-0.2023,0.2023,0,-612.472,0,612.472,0
0.2923,3.4337,0,5.0287,0,5.5476,0,2.1508,0,1.595,-0.2025,0.2025,0,-613.248,0,613.248,0
0.2924,3.4343,0,5.0289,0,5.5169,0,2.161,0,1.5947,-0.2027,0.2027,0,-614.015,0,614.015,0
0.2925,3.4348,0,5.0291,0,5.4862,0,2.1713,0,1.5943,-0.2028,0.2028,0,-614.773,0,614.773,0
0.2926,3.4354,0,5.0294,0,5.4554,0,2.1815,0,1.594,-0.203,0.203,0,-615.522,0,615.522,0
0.2927,3.4359,0,5.0296,0,5.4246,0,2.1918,0,1.5937,-0.2032,0.2032,0,-616.262,0,616.262,0
0.2928,3.4364,0,5.0298,0,5.3938,0,2.2021,0,1.5934,-0.2033,0.2033,0,-616.993,0,616.993,0
