t,sx1,sy1,sx2,sy2,vx1,vy1,vx2,vy2,distance,compression, compression_x, compression_y, F1x, F1y, F2x, F2y
0.251,3.0236,0,5,-0,11.9945,0,0.0018,-0,1.9764,-0.0118,0.0118,-0,-11.5812,0,11.5812,-0,
0.251,3.0238,0,5,-0,11.9945,0,0.0018,-0,1.9762,-0.0119,0.0119,-0,-11.6478,0,11.6478,-0,
0.251,3.0239,0,5,-0,11.9944,0,0.0019,-0,1.9761,-0.0119,0.0119,-0,-11.7145,0,11.7145,-0,
0.251,3.024,0,5,-0,11.9944,0,0.0019,-0,1.976,-0.012,0.012,-0,-11.7813,0,11.7813,-0,
0.251,3.0241,0,5,-0,11.9943,0,0.0019,-0,1.9759,-0.0121,0.0121,-0,-11.8481,0,11.8481,-0,
0.251,3.0242,0,5,-0,11.9943,0,0.0019,-0,1.9758,-0.0121,0.0121,-0,-11.915,0,11.915,-0,
0.251,3.0244,0,5,-0,11.9942,0,0.0019,-0,1.9756,-0.0122,0.0122,-0,-11.982,0,11.982,-0,
0.251,3.0245,0,5,-0,11.9941,0,0.002,-0,1.9755,-0.0122,0.0122,-0,-12.0491,0,12.0491,-0,
0.2511,3.0246,0,5,-0,11.9941,0,0.002,-0,1.9754,-0.0123,0.0123,-0,-12.1162,0,12.1162,-0,
0.2511,3.0247,0,5,-0,11.994,0,0.002,-0,1.9753,-0.0124,0.0124,-0,-12.1835,0,12.1835,-0,
0.2511,3.0248,0,5,-0,11.9939,0,0.002,-0,1.9752,-0.0124,0.0124,-0,-12.2508,0,12.2508,-0,
0.2511,3.025,0,5,-0,11.9939,0,0.002,-0,1.975,-0.0125,0.0125,-0,-12.3181,0,12.3181,-0,
0.2511,3.0251,0,5,-0,11.9938,0,0.0021,-0,1.9749,-0.0125,0.0125,-0,-12.3856,0,12.3856,-0,
0.2511,3.0252,0,5,-0,11.9938,0,0.0021,-0,1.9748,-0.0126,0.0126,-0,-12.4532,0,12.4532,-0,
0.2511,3.0253,0,5,-0,11.9937,0,0.0021,-0,1.9747,-0.0127,0.0127,-0,-12.5208,0,12.5208,-0,
0.2511,3.0254,0,5,-0,11.9936,0,0.0021,-0,1.9746,-0.0127,0.0127,-0,-12.5885,0,12.5885,-0,
0.2511,3.0256,0,5,-0,11.9936,0,0.0021,-0,1.9744,-0.0128,0.0128,-0,-12.6563,0,12.6563,-0,
0.2511,3.0257,0,5,-0,11.9935,0,0.0022,-0,1.9743,-0.0128,0.0128,-0,-12.7241,0,12.7241,-0,
0.2512,3.0258,0,5,-0,11.9934,0,0.0022,-0,1.9742,-0.0129,0.0129,-0,-12.792,0,12.792,-0,
0.2512,3.0259,0,5,-0,11.9934,0,0.0022,-0,1.9741,-0.013,0.013,-0,-12.8601,0,12.8601,-0,
0.2512,3.026,0,5,-0,11.9933,0,0.0022,-0,1.974,-0.013,0.013,-0,-12.9281,0,12.9281,-0,
0.2512,3.0262,0,5,-0,11.9933,0,0.0022,-0,1.9738,-0.0131,0.0131,-0,-12.9963,0,12.9963,-0,
0.2512,3.0263,0,5,-0,11.9932,0,0.0023,-0,1.9737,-0.0131,0.0131,-0,-13.0646,0,13.0646,-0,
0.2512,3.0264,0,5,-0,11.9931,0,0.0023,-0,1.9736,-0.0132,0.0132,-0,-13.1329,0,13.1329,-0,
0.2512,3.0265,0,5,-0,11.9931,0,0.0023,-0,1.9735,-0.0133,0.0133,-0,-13.2013,0,13.2013,-0,
0.2512,3.0266,0,5,-0,11.993,0,0.0023,-0,1.9734,-0.0133,0.0133,-0,-13.2698,0,13.2698,-0,
0.2512,3.0268,0,5,-0,11.9929,0,0.0024,-0,1.9732,-0.0134,0.0134,-0,-13.3384,0,13.3384,-0,
0.2512,3.0269,0,5,-0,11.9929,0,0.0024,-0,1.9731,-0.0134,0.0134,-0,-13.407,0,13.407,-0,
0.2513,3.027,0,5,-0,11.9928,0,0.0024,-0,1.973,-0.0135,0.0135,-0,-13.4757,0,13.4757,-0,
0.2513,3.0271,0,5,-0,11.9927,0,0.0024,-0,1.9729,-0.0136,0.0136,-0,-13.5445,0,13.5445,-0,
0.2513,3.0272,0,5,-0,11.9927,0,0.0024,-0,1.9728,-0.0136,0.0136,-0,-13.6134,0,13.6134,-0,
0.2513,3.0274,0,5,-0,11.9926,0,0.0025,-0,1.9726,-0.0137,0.0137,-0,-13.6824,0,13.6824,-0,
0.2513,3.0275,0,5,-0,11.9925,0,0.0025,-0,1.9725,-0.0137,0.0137,-0,-13.7514,0,13.7514,-0,
0.2513,3.0276,0,5,-0,11.9924,0,0.0025,-0,1.9724,-0.0138,0.0138,-0,-13.8205,0,13.8205,-0,
0.2513,3.0277,0,5,-0,11.9924,0,0.0025,-0,1.9723,-0.0139,0.0139,-0,-13.8897,0,13.8897,-0,
0.2513,3.0278,0,5,-0,11.9923,0,0.0026,-0,1.9722,-0.0139,0.0139,-0,-13.959,0,13.959,-0,
0.2513,3.028,0,5,-0,11.9922,0,0.0026,-0,1.972,-0.014,0.014,-0,-14.0283,0,14.0283,-0,
0.2513,3.0281,0,5,-0,11.9922,0,0.0026,-0,1.9719,-0.014,0.014,-0,-14.0977,0,14.0977,-0,
0.2514,3.0282,0,5,-0,11.9921,0,0.0026,-0,1.9718,-0.0141,0.0141,-0,-14.1672,0,14.1672,-0,
0.2514,3.0283,0,5,-0,11.992,0,0.0027,-0,1.9717,-0.0142,0.0142,-0,-14.2368,0,14.2368,-0,
0.2514,3.0284,0,5,-0,11.992,0,0.0027,-0,1.9716,-0.0142,0.0142,-0,-14.3065,0,14.3065,-0,
0.2514,3.0286,0,5,-0,11.9919,0,0.0027,-0,1.9714,-0.0143,0.0143,-0,-14.3762,0,14.3762,-0,
0.2514,3.0287,0,5,-0,11.9918,0,0.0027,-0,1.9713,-0.0143,0.0143,-0,-14.4461,0,14.4461,-0,
0.2514,3.0288,0,5,-0,11.9917,0,0.0028,-0,1.9712,-0.0144,0.0144,-0,-14.516,0,14.516,-0,
0.2514,3.0289,0,5,-0,11.9917,0,0.0028,-0,1.9711,-0.0145,0.0145,-0,-14.5859,0,14.5859,-0,
0.2514,3.029,0,5,-0,11.9916,0,0.0028,-0,1.971,-0.0145,0.0145,-0,-14.656,0,14.656,-0,
0.2514,3.0292,0,5,-0,11.9915,0,0.0028,-0,1.9708,-0.0146,0.0146,-0,-14.7261,0,14.7261,-0,
0.2514,3.0293,0,5,-0,11.9914,0,0.0029,-0,1.9707,-0.0146,0.0146,-0,-14.7963,0,14.7963,-0,
0.2515,3.0294,0,5,-0,11.9914,0,0.0029,-0,1.9706,-0.0147,0.0147,-0,-14.8666,0,14.8666,-0,
0.2515,3.0295,0,5,-0,11.9913,0,0.0029,-0,1.9705,-0.0148,0.0148,-0,-14.937,0,14.937,-0,
0.2515,3.0296,0,5,-0,11.9912,0,0.0029,-0,1.9704,-0.0148,0.0148,-0,-15.0074,0,15.0074,-0,
0.2515,3.0298,0,5,-0,11.9911,0,0.003,-0,1.9702,-0.0149,0.0149,-0,-15.078,0,15.078,-0,
0.2515,3.0299,0,5,-0,11.9911,0,0.003,-0,1.9701,-0.0149,0.0149,-0,-15.1486,0,15.1486,-0,
0.2515,3.03,0,5,-0,11.991,0,0.003,-0,1.97,-0.015,0.015,-0,-15.2193,0,15.2193,-0,
0.2515,3.0301,0,5,-0,11.9909,0,0.003,-0,1.9699,-0.0151,0.0151,-0,-15.29,0,15.29,-0,
0.2515,3.0302,0,5,-0,11.9908,0,0.0031,-0,1.9698,-0.0151,0.0151,-0,-15.3609,0,15.3609,-0,
0.2515,3.0304,0,5,-0,11.9908,0,0.0031,-0,1.9696,-0.0152,0.0152,-0,-15.4318,0,15.4318,-0,
0.2515,3.0305,0,5,-0,11.9907,0,0.0031,-0,1.9695,-0.0152,0.0152,-0,-15.5028,0,15.5028,-0,
0.2516,3.0306,0,5,-0,11.9906,0,0.0031,-0,1.9694,-0.0153,0.0153,-0,-15.5739,0,15.5739,-0,
0.2516,3.0307,0,5,-0,11.9905,0,0.0032,-0,1.9693,-0.0154,0.0154,-0,-15.645,0,15.645,-0,
0.2516,3.0308,0,5,-0,11.9905,0,0.0032,-0,1.9692,-0.0154,0.0154,-0,-15.7162,0,15.7162,-0,
0.2516,3.031,0,5,-0,11.9904,0,0.0032,-0,1.969,-0.0155,0.0155,-0,-15.7876,0,15.7876,-0,
0.2516,3.0311,0,5,-0,11.9903,0,0.0032,-0,1.9689,-0.0155,0.0155,-0,-15.8589,0,15.8589,-0,
0.2516,3.0312,0,5,-0,11.9902,0,0.0033,-0,1.9688,-0.0156,0.0156,-0,-15.9304,0,15.9304,-0,
0.2516,3.0313,0,5,-0,11.9901,0,0.0033,-0,1.9687,-0.0157,0.0157,-0,-16.002,0,16.002,-0,
0.2516,3.0314,0,5,-0,11.9901,0,0.0033,-0,1.9686,-0.0157,0.0157,-0,-16.0736,0,16.0736,-0,
0.2516,3.0316,0,5,-0,11.99,0,0.0033,-0,1.9684,-0.0158,0.0158,-0,-16.1453,0,16.1453,-0,
0.2516,3.0317,0,5,-0,11.9899,0,0.0034,-0,1.9683,-0.0158,0.0158,-0,-16.2171,0,16.2171,-0,
0.2517,3.0318,0,5,-0,11.9898,0,0.0034,-0,1.9682,-0.0159,0.0159,-0,-16.2889,0,16.2889,-0,
0.2517,3.0319,0,5,-0,11.9897,0,0.0034,-0,1.9681,-0.016,0.016,-0,-16.3609,0,16.3609,-0,
0.2517,3.032,0,5,-0,11.9897,0,0.0034,-0,1.968,-0.016,0.016,-0,-16.4329,0,16.4329,-0,
0.2517,3.0322,0,5,-0,11.9896,0,0.0035,-0,1.9678,-0.0161,0.0161,-0,-16.505,0,16.505,-0,
0.2517,3.0323,0,5,-0,11.9895,0,0.0035,-0,1.9677,-0.0161,0.0161,-0,-16.5771,0,16.5771,-0,
0.2517,3.0324,0,5,-0,11.9894,0,0.0035,-0,1.9676,-0.0162,0.0162,-0,-16.6494,0,16.6494,-0,
0.2517,3.0325,0,5,-0,11.9893,0,0.0036,-0,1.9675,-0.0163,0.0163,-0,-16.7217,0,16.7217,-0,
0.2517,3.0326,0,5,-0,11.9892,0,0.0036,-0,1.9674,-0.0163,0.0163,-0,-16.7941,0,16.7941,-0,
0.2517,3.0328,0,5,-0,11.9892,0,0.0036,-0,1.9672,-0.0164,0.0164,-0,-16.8666,0,16.8666,-0,
0.2517,3.0329,0,5,-0,11.9891,0,0.0036,-0,1.9671,-0.0164,0.0164,-0,-16.9392,0,16.9392,-0,
0.2518,3.033,0,5,-0,11.989,0,0.0037,-0,1.967,-0.0165,0.0165,-0,-17.0118,0,17.0118,-0,
0.2518,3.0331,0,5,-0,11.9889,0,0.0037,-0,1.9669,-0.0166,0.0166,-0,-17.0846,0,17.0846,-0,
0.2518,3.0332,0,5,-0,11.9888,0,0.0037,-0,1.9668,-0.0166,0.0166,-0,-17.1574,0,17.1574,-0,
0.2518,3.0334,0,5,-0,11.9887,0,0.0038,-0,1.9666,-0.0167,0.0167,-0,-17.2302,0,17.2302,-0,
0.2518,3.0335,0,5,-0,11.9886,0,0.0038,-0,1.9665,-0.0167,0.0167,-0,-17.3032,0,17.3032,-0,
0.2518,3.0336,0,5,-0,11.9886,0,0.0038,-0,1.9664,-0.0168,0.0168,-0,-17.3762,0,17.3762,-0,
0.2518,3.0337,0,5,-0,11.9885,0,0.0038,-0,1.9663,-0.0169,0.0169,-0,-17.4493,0,17.4493,-0,
0.2518,3.0338,0,5,-0,11.9884,0,0.0039,-0,1.9662,-0.0169,0.0169,-0,-17.5225,0,17.5225,-0,
0.2518,3.034,0,5,-0,11.9883,0,0.0039,-0,1.966,-0.017,0.017,-0,-17.5958,0,17.5958,-0,
0.2518,3.0341,0,5,-0,11.9882,0,0.0039,-0,1.9659,-0.017,0.017,-0,-17.6691,0,17.6691,-0,
0.2519,3.0342,0,5,-0,11.9881,0,0.004,-0,1.9658,-0.0171,0.0171,-0,-17.7426,0,17.7426,-0,
0.2519,3.0343,0,5,-0,11.988,0,0.004,-0,1.9657,-0.0172,0.0172,-0,-17.8161,0,17.8161,-0,
0.2519,3.0344,0,5,-0,11.9879,0,0.004,-0,1.9656,-0.0172,0.0172,-0,-17.8897,0,17.8897,-0,
0.2519,3.0346,0,5,-0,11.9878,0,0.0041,-0,1.9654,-0.0173,0.0173,-0,-17.9633,0,17.9633,-0,
0.2519,3.0347,0,5,-0,11.9878,0,0.0041,-0,1.9653,-0.0173,0.0173,-0,-18.0371,0,18.0371,-0,
0.2519,3.0348,0,5,-0,11.9877,0,0.0041,-0,1.9652,-0.0174,0.0174,-0,-18.1109,0,18.1109,-0,
0.2519,3.0349,0,5,-0,11.9876,0,0.0041,-0,1.9651,-0.0175,0.0175,-0,-18.1848,0,18.1848,-0,
0.2519,3.035,0,5,-0,11.9875,0,0.0042,-0,1.965,-0.0175,0.0175,-0,-18.2587,0,18.2587,-0,
0.2519,3.0352,0,5,-0,11.9874,0,0.0042,-0,1.9648,-0.0176,0.0176,-0,-18.3328,0,18.3328,-0,
0.2519,3.0353,0,5,-0,11.9873,0,0.0042,-0,1.9647,-0.0176,0.0176,-0,-18.4069,0,18.4069,-0,
0.252,3.0354,0,5,-0,11.9872,0,0.0043,-0,1.9646,-0.0177,0.0177,-0,-18.4811,0,18.4811,-0,
0.252,3.0355,0,5,-0,11.9871,0,0.0043,-0,1.9645,-0.0178,0.0178,-0,-18.5554,0,18.5554,-0,
0.252,3.0356,0,5,-0,11.987,0,0.0043,-0,1.9644,-0.0178,0.0178,-0,-18.6298,0,18.6298,-0,
0.252,3.0358,0,5,-0,11.9869,0,0.0044,-0,1.9642,-0.0179,0.0179,-0,-18.7042,0,18.7042,-0,
0.252,3.0359,0,5,-0,11.9868,0,0.0044,-0,1.9641,-0.0179,0.0179,-0,-18.7787,0,18.7787,-0,
0.252,3.036,0,5,-0,11.9867,0,0.0044,-0,1.964,-0.018,0.018,-0,-18.8533,0,18.8533,-0,
0.252,3.0361,0,5,-0,11.9866,0,0.0045,-0,1.9639,-0.0181,0.0181,-0,-18.928,0,18.928,-0,
0.252,3.0362,0,5,-0,11.9866,0,0.0045,-0,1.9638,-0.0181,0.0181,-0,-19.0028,0,19.0028,-0,
0.252,3.0364,0,5,-0,11.9865,0,0.0045,-0,1.9636,-0.0182,0.0182,-0,-19.0776,0,19.0776,-0,
0.252,3.0365,0,5,-0,11.9864,0,0.0045,-0,1.9635,-0.0182,0.0182,-0,-19.1525,0,19.1525,-0,
0.2521,3.0366,0,5,-0,11.9863,0,0.0046,-0,1.9634,-0.0183,0.0183,-0,-19.2275,0,19.2275,-0,
0.2521,3.0367,0,5,-0,11.9862,0,0.0046,-0,1.9633,-0.0184,0.0184,-0,-19.3026,0,19.3026,-0,
0.2521,3.0368,0,5,-0,11.9861,0,0.0046,-0,1.9632,-0.0184,0.0184,-0,-19.3777,0,19.3777,-0,
0.2521,3.037,0,5,-0,11.986,0,0.0047,-0,1.963,-0.0185,0.0185,-0,-19.453,0,19.453,-0,
0.2521,3.0371,0,5,-0,11.9859,0,0.0047,-0,1.9629,-0.0185,0.0185,-0,-19.5283,0,19.5283,-0,
0.2521,3.0372,0,5,-0,11.9858,0,0.0047,-0,1.9628,-0.0186,0.0186,-0,-19.6036,0,19.6036,-0,
0.2521,3.0373,0,5,-0,11.9857,0,0.0048,-0,1.9627,-0.0187,0.0187,-0,-19.6791,0,19.6791,-0,
0.2521,3.0374,0,5,-0,11.9856,0,0.0048,-0,1.9626,-0.0187,0.0187,-0,-19.7546,0,19.7546,-0,
0.2521,3.0376,0,5,-0,11.9855,0,0.0048,-0,1.9624,-0.0188,0.0188,-0,-19.8303,0,19.8303,-0,
0.2521,3.0377,0,5,-0,11.9854,0,0.0049,-0,1.9623,-0.0188,0.0188,-0,-19.9059,0,19.9059,-0,
0.2522,3.0378,0,5,-0,11.9853,0,0.0049,-0,1.9622,-0.0189,0.0189,-0,-19.9817,0,19.9817,-0,
0.2522,3.0379,0,5,-0,11.9852,0,0.0049,-0,1.9621,-0.0189,0.0189,-0,-20.0576,0,20.0576,-0,
0.2522,3.038,0,5,-0,11.9851,0,0.005,-0,1.962,-0.019,0.019,-0,-20.1335,0,20.1335,-0,
0.2522,3.0382,0,5,-0,11.985,0,0.005,-0,1.9618,-0.0191,0.0191,-0,-20.2095,0,20.2095,-0,
0.2522,3.0383,0,5,-0,11.9849,0,0.005,-0,1.9617,-0.0191,0.0191,-0,-20.2856,0,20.2856,-0,
0.2522,3.0384,0,5,-0,11.9848,0,0.0051,-0,1.9616,-0.0192,0.0192,-0,-20.3618,0,20.3618,-0,
0.2522,3.0385,0,5,-0,11.9847,0,0.0051,-0,1.9615,-0.0192,0.0192,-0,-20.438,0,20.438,-0,
0.2522,3.0386,0,5,-0,11.9846,0,0.0051,-0,1.9614,-0.0193,0.0193,-0,-20.5143,0,20.5143,-0,
0.2522,3.0388,0,5,-0,11.9845,0,0.0052,-0,1.9612,-0.0194,0.0194,-0,-20.5907,0,20.5907,-0,
0.2522,3.0389,0,5,-0,11.9844,0,0.0052,-0,1.9611,-0.0194,0.0194,-0,-20.6672,0,20.6672,-0,
0.2523,3.039,0,5,-0,11.9843,0,0.0052,-0,1.961,-0.0195,0.0195,-0,-20.7437,0,20.7437,-0,
0.2523,3.0391,0,5,-0,11.9842,0,0.0053,-0,1.9609,-0.0195,0.0195,-0,-20.8204,0,20.8204,-0,
0.2523,3.0392,0,5,-0,11.9841,0,0.0053,-0,1.9608,-0.0196,0.0196,-0,-20.8971,0,20.8971,-0,
0.2523,3.0394,0,5,-0,11.984,0,0.0053,-0,1.9607,-0.0197,0.0197,-0,-20.9739,0,20.9739,-0,
0.2523,3.0395,0,5,-0,11.9838,0,0.0054,-0,1.9605,-0.0197,0.0197,-0,-21.0507,0,21.0507,-0,
0.2523,3.0396,0,5,-0,11.9837,0,0.0054,-0,1.9604,-0.0198,0.0198,-0,-21.1277,0,21.1277,-0,
0.2523,3.0397,0,5,-0,11.9836,0,0.0055,-0,1.9603,-0.0198,0.0198,-0,-21.2047,0,21.2047,-0,
0.2523,3.0398,0,5,-0,11.9835,0,0.0055,-0,1.9602,-0.0199,0.0199,-0,-21.2818,0,21.2818,-0,
0.2523,3.04,0,5,-0,11.9834,0,0.0055,-0,1.9601,-0.02,0.02,-0,-21.359,0,21.359,-0,
0.2523,3.0401,0,5,-0,11.9833,0,0.0056,-0,1.9599,-0.02,0.02,-0,-21.4362,0,21.4362,-0,
0.2524,3.0402,0,5,-0,11.9832,0,0.0056,-0,1.9598,-0.0201,0.0201,-0,-21.5135,0,21.5135,-0,
0.2524,3.0403,0,5,-0,11.9831,0,0.0056,-0,1.9597,-0.0201,0.0201,-0,-21.591,0,21.591,-0,
0.2524,3.0404,0,5,-0,11.983,0,0.0057,-0,1.9596,-0.0202,0.0202,-0,-21.6684,0,21.6684,-0,
0.2524,3.0406,0,5,-0,11.9829,0,0.0057,-0,1.9595,-0.0203,0.0203,-0,-21.746,0,21.746,-0,
0.2524,3.0407,0,5,-0,11.9828,0,0.0057,-0,1.9593,-0.0203,0.0203,-0,-21.8237,0,21.8237,-0,
0.2524,3.0408,0,5,-0,11.9827,0,0.0058,-0,1.9592,-0.0204,0.0204,-0,-21.9014,0,21.9014,-0,
0.2524,3.0409,0,5,-0,11.9826,0,0.0058,-0,1.9591,-0.0204,0.0204,-0,-21.9792,0,21.9792,-0,
0.2524,3.041,0,5,-0,11.9824,0,0.0059,-0,1.959,-0.0205,0.0205,-0,-22.0571,0,22.0571,-0,
0.2524,3.0412,0,5,-0,11.9823,0,0.0059,-0,1.9589,-0.0206,0.0206,-0,-22.135,0,22.135,-0,
0.2524,3.0413,0,5,-0,11.9822,0,0.0059,-0,1.9587,-0.0206,0.0206,-0,-22.213,0,22.213,-0,
0.2525,3.0414,0,5,-0,11.9821,0,0.006,-0,1.9586,-0.0207,0.0207,-0,-22.2912,0,22.2912,-0,
0.2525,3.0415,0,5,-0,11.982,0,0.006,-0,1.9585,-0.0207,0.0207,-0,-22.3693,0,22.3693,-0,
0.2525,3.0416,0,5,-0,11.9819,0,0.006,-0,1.9584,-0.0208,0.0208,-0,-22.4476,0,22.4476,-0,
0.2525,3.0418,0,5,-0,11.9818,0,0.0061,-0,1.9583,-0.0209,0.0209,-0,-22.526,0,22.526,-0,
0.2525,3.0419,0,5,-0,11.9817,0,0.0061,-0,1.9581,-0.0209,0.0209,-0,-22.6044,0,22.6044,-0,
0.2525,3.042,0,5,-0,11.9816,0,0.0061,-0,1.958,-0.021,0.021,-0,-22.6829,0,22.6829,-0,
0.2525,3.0421,0,5,-0,11.9814,0,0.0062,-0,1.9579,-0.021,0.021,-0,-22.7615,0,22.7615,-0,
0.2525,3.0422,0,5,-0,11.9813,0,0.0062,-0,1.9578,-0.0211,0.0211,-0,-22.8401,0,22.8401,-0,
0.2525,3.0424,0,5,-0,11.9812,0,0.0063,-0,1.9577,-0.0212,0.0212,-0,-22.9189,0,22.9189,-0,
0.2525,3.0425,0,5,-0,11.9811,0,0.0063,-0,1.9575,-0.0212,0.0212,-0,-22.9977,0,22.9977,-0,
0.2526,3.0426,0,5,-0,11.981,0,0.0063,-0,1.9574,-0.0213,0.0213,-0,-23.0766,0,23.0766,-0,
0.2526,3.0427,0,5,-0,11.9809,0,0.0064,-0,1.9573,-0.0213,0.0213,-0,-23.1555,0,23.1555,-0,
0.2526,3.0428,0,5,-0,11.9807,0,0.0064,-0,1.9572,-0.0214,0.0214,-0,-23.2346,0,23.2346,-0,
0.2526,3.0429,0,5,-0,11.9806,0,0.0065,-0,1.9571,-0.0215,0.0215,-0,-23.3137,0,23.3137,-0,
0.2526,3.0431,0,5,-0,11.9805,0,0.0065,-0,1.9569,-0.0215,0.0215,-0,-23.3929,0,23.3929,-0,
0.2526,3.0432,0,5,-0,11.9804,0,0.0065,-0,1.9568,-0.0216,0.0216,-0,-23.4722,0,23.4722,-0,
0.2526,3.0433,0,5,-0,11.9803,0,0.0066,-0,1.9567,-0.0216,0.0216,-0,-23.5515,0,23.5515,-0,
0.2526,3.0434,0,5,-0,11.9802,0,0.0066,-0,1.9566,-0.0217,0.0217,-0,-23.631,0,23.631,-0,
0.2526,3.0435,0,5,-0,11.98,0,0.0067,-0,1.9565,-0.0218,0.0218,-0,-23.7105,0,23.7105,-0,
0.2526,3.0437,0,5,-0,11.9799,0,0.0067,-0,1.9563,-0.0218,0.0218,-0,-23.7901,0,23.7901,-0,
0.2527,3.0438,0,5,-0,11.9798,0,0.0067,-0,1.9562,-0.0219,0.0219,-0,-23.8698,0,23.8698,-0,
0.2527,3.0439,0,5,-0,11.9797,0,0.0068,-0,1.9561,-0.0219,0.0219,-0,-23.9495,0,23.9495,-0,
0.2527,3.044,0,5,-0,11.9796,0,0.0068,-0,1.956,-0.022,0.022,-0,-24.0293,0,24.0293,-0,
0.2527,3.0441,0,5,-0,11.9794,0,0.0069,-0,1.9559,-0.0221,0.0221,-0,-24.1092,0,24.1092,-0,
0.2527,3.0443,0,5,-0,11.9793,0,0.0069,-0,1.9557,-0.0221,0.0221,-0,-24.1892,0,24.1892,-0,
0.2527,3.0444,0,5,-0,11.9792,0,0.0069,-0,1.9556,-0.0222,0.0222,-0,-24.2693,0,24.2693,-0,
0.2527,3.0445,0,5,-0,11.9791,0,0.007,-0,1.9555,-0.0222,0.0222,-0,-24.3494,0,24.3494,-0,
0.2527,3.0446,0,5,-0,11.979,0,0.007,-0,1.9554,-0.0223,0.0223,-0,-24.4296,0,24.4296,-0,
0.2527,3.0447,0,5,-0,11.9788,0,0.0071,-0,1.9553,-0.0224,0.0224,-0,-24.5099,0,24.5099,-0,
0.2527,3.0449,0,5,-0,11.9787,0,0.0071,-0,1.9551,-0.0224,0.0224,-0,-24.5903,0,24.5903,-0,
0.2528,3.045,0,5,-0,11.9786,0,0.0071,-0,1.955,-0.0225,0.0225,-0,-24.6707,0,24.6707,-0,
0.2528,3.0451,0,5,-0,11.9785,0,0.0072,-0,1.9549,-0.0225,0.0225,-0,-24.7512,0,24.7512,-0,
0.2528,3.0452,0,5,-0,11.9783,0,0.0072,-0,1.9548,-0.0226,0.0226,-0,-24.8318,0,24.8318,-0,
0.2528,3.0453,0,5,-0,11.9782,0,0.0073,-0,1.9547,-0.0227,0.0227,-0,-24.9125,0,24.9125,-0,
0.2528,3.0455,0,5,-0,11.9781,0,0.0073,-0,1.9545,-0.0227,0.0227,-0,-24.9933,0,24.9933,-0,
0.2528,3.0456,0,5,-0,11.978,0,0.0073,-0,1.9544,-0.0228,0.0228,-0,-25.0741,0,25.0741,-0,
0.2528,3.0457,0,5,-0,11.9778,0,0.0074,-0,1.9543,-0.0228,0.0228,-0,-25.155,0,25.155,-0,
0.2528,3.0458,0,5,-0,11.9777,0,0.0074,-0,1.9542,-0.0229,0.0229,-0,-25.236,0,25.236,-0,
0.2528,3.0459,0,5,-0,11.9776,0,0.0075,-0,1.9541,-0.023,0.023,-0,-25.3171,0,25.3171,-0,
0.2528,3.0461,0,5,-0,11.9775,0,0.0075,-0,1.9539,-0.023,0.023,-0,-25.3982,0,25.3982,-0,
0.2529,3.0462,0,5,-0,11.9773,0,0.0076,-0,1.9538,-0.0231,0.0231,-0,-25.4795,0,25.4795,-0,
0.2529,3.0463,0,5,-0,11.9772,0,0.0076,-0,1.9537,-0.0231,0.0231,-0,-25.5608,0,25.5608,-0,
0.2529,3.0464,0,5,-0,11.9771,0,0.0076,-0,1.9536,-0.0232,0.0232,-0,-25.6421,0,25.6421,-0,
0.2529,3.0465,0,5,-0,11.977,0,0.0077,-0,1.9535,-0.0233,0.0233,-0,-25.7236,0,25.7236,-0,
0.2529,3.0467,0,5,-0,11.9768,0,0.0077,-0,1.9533,-0.0233,0.0233,-0,-25.8051,0,25.8051,-0,
0.2529,3.0468,0,5,-0,11.9767,0,0.0078,-0,1.9532,-0.0234,0.0234,-0,-25.8867,0,25.8867,-0,
0.2529,3.0469,0,5,-0,11.9766,0,0.0078,-0,1.9531,-0.0234,0.0234,-0,-25.9684,0,25.9684,-0,
0.2529,3.047,0,5,-0,11.9764,0,0.0079,-0,1.953,-0.0235,0.0235,-0,-26.0502,0,26.0502,-0,
0.2529,3.0471,0,5,-0,11.9763,0,0.0079,-0,1.9529,-0.0236,0.0236,-0,-26.132,0,26.132,-0,
0.2529,3.0473,0,5,-0,11.9762,0,0.0079,-0,1.9527,-0.0236,0.0236,-0,-26.214,0,26.214,-0,
0.253,3.0474,0,5,-0,11.976,0,0.008,-0,1.9526,-0.0237,0.0237,-0,-26.296,0,26.296,-0,
0.253,3.0475,0,5,-0,11.9759,0,0.008,-0,1.9525,-0.0237,0.0237,-0,-26.378,0,26.378,-0,
0.253,3.0476,0,5,-0,11.9758,0,0.0081,-0,1.9524,-0.0238,0.0238,-0,-26.4602,0,26.4602,-0,
0.253,3.0477,0,5,-0,11.9756,0,0.0081,-0,1.9523,-0.0239,0.0239,-0,-26.5424,0,26.5424,-0,
0.253,3.0479,0,5,-0,11.9755,0,0.0082,-0,1.9521,-0.0239,0.0239,-0,-26.6247,0,26.6247,-0,
0.253,3.048,0,5,-0,11.9754,0,0.0082,-0,1.952,-0.024,0.024,-0,-26.7071,0,26.7071,-0,
0.253,3.0481,0,5,-0,11.9752,0,0.0083,-0,1.9519,-0.024,0.024,-0,-26.7896,0,26.7896,-0,
0.253,3.0482,0,5,-0,11.9751,0,0.0083,-0,1.9518,-0.0241,0.0241,-0,-26.8721,0,26.8721,-0,
0.253,3.0483,0,5,-0,11.975,0,0.0083,-0,1.9517,-0.0242,0.0242,-0,-26.9548,0,26.9548,-0,
0.253,3.0485,0,5,-0,11.9748,0,0.0084,-0,1.9516,-0.0242,0.0242,-0,-27.0375,0,27.0375,-0,
