t,sx1,sy1,sx2,sy2,vx1,vy1,vx2,vy2,distance,compression, compression_x, compression_y, F1x, F1y, F2x, F2y
0.2937,3.4444,0,5.0305,-0,5.2219,0,2.2594,-0,1.5861,-0.207,0.207,-0,-647.073,0,647.073,-0,
0.2937,3.4444,0,5.0305,-0,5.2186,0,2.2605,-0,1.586,-0.207,0.207,-0,-647.153,0,647.153,-0,
0.2937,3.4445,0,5.0305,-0,5.2154,0,2.2615,-0,1.586,-0.207,0.207,-0,-647.233,0,647.233,-0,
0.2937,3.4446,0,5.0305,-0,5.2122,0,2.2626,-0,1.586,-0.207,0.207,-0,-647.313,0,647.313,-0,
0.2937,3.4446,0,5.0306,-0,5.2089,0,2.2637,-0,1.586,-0.207,0.207,-0,-647.392,0,647.392,-0,
0.2937,3.4447,0,5.0306,-0,5.2057,0,2.2648,-0,1.5859,-0.207,0.207,-0,-647.472,0,647.472,-0,
0.2937,3.4447,0,5.0306,-0,5.2025,0,2.2658,-0,1.5859,-0.207,0.207,-0,-647.551,0,647.551,-0,
0.2937,3.4448,0,5.0306,-0,5.1992,0,2.2669,-0,1.5859,-0.2071,0.2071,-0,-647.631,0,647.631,-0,
0.2937,3.4448,0,5.0307,-0,5.196,0,2.268,-0,1.5858,-0.2071,0.2071,-0,-647.71,0,647.71,-0,
0.2937,3.4449,0,5.0307,-0,5.1927,0,2.2691,-0,1.5858,-0.2071,0.2071,-0,-647.789,0,647.789,-0,
0.2938,3.4449,0,5.0307,-0,5.1895,0,2.2702,-0,1.5858,-0.2071,0.2071,-0,-647.868,0,647.868,-0,
0.2938,3.445,0,5.0307,-0,5.1863,0,2.2712,-0,1.5858,-0.2071,0.2071,-0,-647.947,0,647.947,-0,
0.2938,3.445,0,5.0307,-0,5.183,0,2.2723,-0,1.5857,-0.2071,0.2071,-0,-648.025,0,648.025,-0,
0.2938,3.4451,0,5.0308,-0,5.1798,0,2.2734,-0,1.5857,-0.2072,0.2072,-0,-648.104,0,648.104,-0,
0.2938,3.4451,0,5.0308,-0,5.1765,0,2.2745,-0,1.5857,-0.2072,0.2072,-0,-648.183,0,648.183,-0,
0.2938,3.4452,0,5.0308,-0,5.1733,0,2.2756,-0,1.5856,-0.2072,0.2072,-0,-648.261,0,648.261,-0,
0.2938,3.4452,0,5.0308,-0,5.1701,0,2.2766,-0,1.5856,-0.2072,0.2072,-0,-648.339,0,648.339,-0,
0.2938,3.4453,0,5.0309,-0,5.1668,0,2.2777,-0,1.5856,-0.2072,0.2072,-0,-648.418,0,648.418,-0,
0.2938,3.4453,0,5.0309,-0,5.1636,0,2.2788,-0,1.5856,-0.2072,0.2072,-0,-648.496,0,648.496,-0,
0.2938,3.4454,0,5.0309,-0,5.1603,0,2.2799,-0,1.5855,-0.2072,0.2072,-0,-648.574,0,648.574,-0,
0.2939,3.4454,0,5.0309,-0,5.1571,0,2.281,-0,1.5855,-0.2073,0.2073,-0,-648.652,0,648.652,-0,
0.2939,3.4455,0,5.0309,-0,5.1538,0,2.2821,-0,1.5855,-0.2073,0.2073,-0,-648.729,0,648.729,-0,
0.2939,3.4455,0,5.031,-0,5.1506,0,2.2831,-0,1.5854,-0.2073,0.2073,-0,-648.807,0,648.807,-0,
0.2939,3.4456,0,5.031,-0,5.1474,0,2.2842,-0,1.5854,-0.2073,0.2073,-0,-648.884,0,648.884,-0,
0.2939,3.4456,0,5.031,-0,5.1441,0,2.2853,-0,1.5854,-0.2073,0.2073,-0,-648.962,0,648.962,-0,
0.2939,3.4457,0,5.031,-0,5.1409,0,2.2864,-0,1.5853,-0.2073,0.2073,-0,-649.039,0,649.039,-0,
0.2939,3.4457,0,5.0311,-0,5.1376,0,2.2875,-0,1.5853,-0.2073,0.2073,-0,-649.116,0,649.116,-0,
0.2939,3.4458,0,5.0311,-0,5.1344,0,2.2885,-0,1.5853,-0.2074,0.2074,-0,-649.193,0,649.193,-0,
0.2939,3.4458,0,5.0311,-0,5.1311,0,2.2896,-0,1.5853,-0.2074,0.2074,-0,-649.27,0,649.27,-0,
0.2939,3.4459,0,5.0311,-0,5.1279,0,2.2907,-0,1.5852,-0.2074,0.2074,-0,-649.347,0,649.347,-0,
0.294,3.4459,0,5.0312,-0,5.1246,0,2.2918,-0,1.5852,-0.2074,0.2074,-0,-649.424,0,649.424,-0,
0.294,3.446,0,5.0312,-0,5.1214,0,2.2929,-0,1.5852,-0.2074,0.2074,-0,-649.5,0,649.5,-0,
0.294,3.446,0,5.0312,-0,5.1181,0,2.294,-0,1.5852,-0.2074,0.2074,-0,-649.577,0,649.577,-0,
0.294,3.4461,0,5.0312,-0,5.1149,0,2.295,-0,1.5851,-0.2074,0.2074,-0,-649.653,0,649.653,-0,
0.294,3.4462,0,5.0312,-0,5.1116,0,2.2961,-0,1.5851,-0.2075,0.2075,-0,-649.73,0,649.73,-0,
0.294,3.4462,0,5.0313,-0,5.1084,0,2.2972,-0,1.5851,-0.2075,0.2075,-0,-649.806,0,649.806,-0,
0.294,3.4463,0,5.0313,-0,5.1051,0,2.2983,-0,1.585,-0.2075,0.2075,-0,-649.882,0,649.882,-0,
0.294,3.4463,0,5.0313,-0,5.1019,0,2.2994,-0,1.585,-0.2075,0.2075,-0,-649.958,0,649.958,-0,
0.294,3.4464,0,5.0313,-0,5.0986,0,2.3005,-0,1.585,-0.2075,0.2075,-0,-650.034,0,650.034,-0,
0.294,3.4464,0,5.0314,-0,5.0954,0,2.3015,-0,1.585,-0.2075,0.2075,-0,-650.109,0,650.109,-0,
0.2941,3.4465,0,5.0314,-0,5.0921,0,2.3026,-0,1.5849,-0.2075,0.2075,-0,-650.185,0,650.185,-0,
0.2941,3.4465,0,5.0314,-0,5.0889,0,2.3037,-0,1.5849,-0.2075,0.2075,-0,-650.26,0,650.26,-0,
0.2941,3.4466,0,5.0314,-0,5.0856,0,2.3048,-0,1.5849,-0.2076,0.2076,-0,-650.336,0,650.336,-0,
0.2941,3.4466,0,5.0315,-0,5.0824,0,2.3059,-0,1.5848,-0.2076,0.2076,-0,-650.411,0,650.411,-0,
0.2941,3.4467,0,5.0315,-0,5.0791,0,2.307,-0,1.5848,-0.2076,0.2076,-0,-650.486,0,650.486,-0,
0.2941,3.4467,0,5.0315,-0,5.0759,0,2.308,-0,1.5848,-0.2076,0.2076,-0,-650.561,0,650.561,-0,
0.2941,3.4468,0,5.0315,-0,5.0726,0,2.3091,-0,1.5848,-0.2076,0.2076,-0,-650.636,0,650.636,-0,
0.2941,3.4468,0,5.0315,-0,5.0694,0,2.3102,-0,1.5847,-0.2076,0.2076,-0,-650.711,0,650.711,-0,
0.2941,3.4469,0,5.0316,-0,5.0661,0,2.3113,-0,1.5847,-0.2076,0.2076,-0,-650.785,0,650.785,-0,
0.2941,3.4469,0,5.0316,-0,5.0629,0,2.3124,-0,1.5847,-0.2077,0.2077,-0,-650.86,0,650.86,-0,
0.2942,3.447,0,5.0316,-0,5.0596,0,2.3135,-0,1.5846,-0.2077,0.2077,-0,-650.934,0,650.934,-0,
0.2942,3.447,0,5.0316,-0,5.0564,0,2.3145,-0,1.5846,-0.2077,0.2077,-0,-651.009,0,651.009,-0,
0.2942,3.4471,0,5.0317,-0,5.0531,0,2.3156,-0,1.5846,-0.2077,0.2077,-0,-651.083,0,651.083,-0,
0.2942,3.4471,0,5.0317,-0,5.0498,0,2.3167,-0,1.5846,-0.2077,0.2077,-0,-651.157,0,651.157,-0,
0.2942,3.4472,0,5.0317,-0,5.0466,0,2.3178,-0,1.5845,-0.2077,0.2077,-0,-651.231,0,651.231,-0,
0.2942,3.4472,0,5.0317,-0,5.0433,0,2.3189,-0,1.5845,-0.2077,0.2077,-0,-651.305,0,651.305,-0,
0.2942,3.4473,0,5.0318,-0,5.0401,0,2.32,-0,1.5845,-0.2078,0.2078,-0,-651.379,0,651.379,-0,
0.2942,3.4473,0,5.0318,-0,5.0368,0,2.3211,-0,1.5845,-0.2078,0.2078,-0,-651.453,0,651.453,-0,
0.2942,3.4474,0,5.0318,-0,5.0336,0,2.3221,-0,1.5844,-0.2078,0.2078,-0,-651.526,0,651.526,-0,
0.2942,3.4474,0,5.0318,-0,5.0303,0,2.3232,-0,1.5844,-0.2078,0.2078,-0,-651.6,0,651.6,-0,
0.2943,3.4475,0,5.0318,-0,5.027,0,2.3243,-0,1.5844,-0.2078,0.2078,-0,-651.673,0,651.673,-0,
0.2943,3.4475,0,5.0319,-0,5.0238,0,2.3254,-0,1.5844,-0.2078,0.2078,-0,-651.746,0,651.746,-0,
0.2943,3.4476,0,5.0319,-0,5.0205,0,2.3265,-0,1.5843,-0.2078,0.2078,-0,-651.819,0,651.819,-0,
0.2943,3.4476,0,5.0319,-0,5.0173,0,2.3276,-0,1.5843,-0.2079,0.2079,-0,-651.892,0,651.892,-0,
0.2943,3.4477,0,5.0319,-0,5.014,0,2.3287,-0,1.5843,-0.2079,0.2079,-0,-651.965,0,651.965,-0,
0.2943,3.4477,0,5.032,-0,5.0108,0,2.3297,-0,1.5842,-0.2079,0.2079,-0,-652.038,0,652.038,-0,
0.2943,3.4478,0,5.032,-0,5.0075,0,2.3308,-0,1.5842,-0.2079,0.2079,-0,-652.11,0,652.11,-0,
0.2943,3.4478,0,5.032,-0,5.0042,0,2.3319,-0,1.5842,-0.2079,0.2079,-0,-652.183,0,652.183,-0,
0.2943,3.4479,0,5.032,-0,5.001,0,2.333,-0,1.5842,-0.2079,0.2079,-0,-652.255,0,652.255,-0,
0.2943,3.4479,0,5.0321,-0,4.9977,0,2.3341,-0,1.5841,-0.2079,0.2079,-0,-652.328,0,652.328,-0,
0.2944,3.448,0,5.0321,-0,4.9944,0,2.3352,-0,1.5841,-0.2079,0.2079,-0,-652.4,0,652.4,-0,
0.2944,3.448,0,5.0321,-0,4.9912,0,2.3363,-0,1.5841,-0.208,0.208,-0,-652.472,0,652.472,-0,
0.2944,3.4481,0,5.0321,-0,4.9879,0,2.3374,-0,1.5841,-0.208,0.208,-0,-652.544,0,652.544,-0,
0.2944,3.4481,0,5.0322,-0,4.9847,0,2.3384,-0,1.584,-0.208,0.208,-0,-652.616,0,652.616,-0,
0.2944,3.4482,0,5.0322,-0,4.9814,0,2.3395,-0,1.584,-0.208,0.208,-0,-652.688,0,652.688,-0,
0.2944,3.4482,0,5.0322,-0,4.9781,0,2.3406,-0,1.584,-0.208,0.208,-0,-652.759,0,652.759,-0,
0.2944,3.4483,0,5.0322,-0,4.9749,0,2.3417,-0,1.584,-0.208,0.208,-0,-652.831,0,652.831,-0,
0.2944,3.4483,0,5.0322,-0,4.9716,0,2.3428,-0,1.5839,-0.208,0.208,-0,-652.902,0,652.902,-0,
0.2944,3.4484,0,5.0323,-0,4.9683,0,2.3439,-0,1.5839,-0.208,0.208,-0,-652.973,0,652.973,-0,
0.2944,3.4484,0,5.0323,-0,4.9651,0,2.345,-0,1.5839,-0.2081,0.2081,-0,-653.044,0,653.044,-0,
0.2945,3.4485,0,5.0323,-0,4.9618,0,2.3461,-0,1.5838,-0.2081,0.2081,-0,-653.115,0,653.115,-0,
0.2945,3.4485,0,5.0323,-0,4.9585,0,2.3472,-0,1.5838,-0.2081,0.2081,-0,-653.186,0,653.186,-0,
0.2945,3.4486,0,5.0324,-0,4.9553,0,2.3482,-0,1.5838,-0.2081,0.2081,-0,-653.257,0,653.257,-0,
0.2945,3.4486,0,5.0324,-0,4.952,0,2.3493,-0,1.5838,-0.2081,0.2081,-0,-653.328,0,653.328,-0,
0.2945,3.4487,0,5.0324,-0,4.9487,0,2.3504,-0,1.5837,-0.2081,0.2081,-0,-653.399,0,653.399,-0,
0.2945,3.4487,0,5.0324,-0,4.9455,0,2.3515,-0,1.5837,-0.2081,0.2081,-0,-653.469,0,653.469,-0,
0.2945,3.4488,0,5.0325,-0,4.9422,0,2.3526,-0,1.5837,-0.2082,0.2082,-0,-653.539,0,653.539,-0,
0.2945,3.4488,0,5.0325,-0,4.9389,0,2.3537,-0,1.5837,-0.2082,0.2082,-0,-653.61,0,653.61,-0,
0.2945,3.4489,0,5.0325,-0,4.9357,0,2.3548,-0,1.5836,-0.2082,0.2082,-0,-653.68,0,653.68,-0,
0.2945,3.4489,0,5.0325,-0,4.9324,0,2.3559,-0,1.5836,-0.2082,0.2082,-0,-653.75,0,653.75,-0,
0.2946,3.449,0,5.0325,-0,4.9291,0,2.357,-0,1.5836,-0.2082,0.2082,-0,-653.82,0,653.82,-0,
0.2946,3.449,0,5.0326,-0,4.9259,0,2.358,-0,1.5836,-0.2082,0.2082,-0,-653.889,0,653.889,-0,
0.2946,3.4491,0,5.0326,-0,4.9226,0,2.3591,-0,1.5835,-0.2082,0.2082,-0,-653.959,0,653.959,-0,
0.2946,3.4491,0,5.0326,-0,4.9193,0,2.3602,-0,1.5835,-0.2082,0.2082,-0,-654.029,0,654.029,-0,
0.2946,3.4492,0,5.0326,-0,4.9161,0,2.3613,-0,1.5835,-0.2083,0.2083,-0,-654.098,0,654.098,-0,
0.2946,3.4492,0,5.0327,-0,4.9128,0,2.3624,-0,1.5835,-0.2083,0.2083,-0,-654.167,0,654.167,-0,
0.2946,3.4493,0,5.0327,-0,4.9095,0,2.3635,-0,1.5834,-0.2083,0.2083,-0,-654.237,0,654.237,-0,
0.2946,3.4493,0,5.0327,-0,4.9062,0,2.3646,-0,1.5834,-0.2083,0.2083,-0,-654.306,0,654.306,-0,
0.2946,3.4494,0,5.0327,-0,4.903,0,2.3657,-0,1.5834,-0.2083,0.2083,-0,-654.375,0,654.375,-0,
0.2946,3.4494,0,5.0328,-0,4.8997,0,2.3668,-0,1.5834,-0.2083,0.2083,-0,-654.443,0,654.443,-0,
0.2947,3.4495,0,5.0328,-0,4.8964,0,2.3679,-0,1.5833,-0.2083,0.2083,-0,-654.512,0,654.512,-0,
0.2947,3.4495,0,5.0328,-0,4.8932,0,2.3689,-0,1.5833,-0.2083,0.2083,-0,-654.581,0,654.581,-0,
0.2947,3.4496,0,5.0328,-0,4.8899,0,2.37,-0,1.5833,-0.2084,0.2084,-0,-654.649,0,654.649,-0,
0.2947,3.4496,0,5.0329,-0,4.8866,0,2.3711,-0,1.5833,-0.2084,0.2084,-0,-654.718,0,654.718,-0,
0.2947,3.4497,0,5.0329,-0,4.8833,0,2.3722,-0,1.5832,-0.2084,0.2084,-0,-654.786,0,654.786,-0,
0.2947,3.4497,0,5.0329,-0,4.8801,0,2.3733,-0,1.5832,-0.2084,0.2084,-0,-654.854,0,654.854,-0,
0.2947,3.4497,0,5.0329,-0,4.8768,0,2.3744,-0,1.5832,-0.2084,0.2084,-0,-654.922,0,654.922,-0,
0.2947,3.4498,0,5.033,-0,4.8735,0,2.3755,-0,1.5832,-0.2084,0.2084,-0,-654.99,0,654.99,-0,
0.2947,3.4498,0,5.033,-0,4.8702,0,2.3766,-0,1.5831,-0.2084,0.2084,-0,-655.058,0,655.058,-0,
0.2947,3.4499,0,5.033,-0,4.867,0,2.3777,-0,1.5831,-0.2084,0.2084,-0,-655.126,0,655.126,-0,
0.2948,3.4499,0,5.033,-0,4.8637,0,2.3788,-0,1.5831,-0.2085,0.2085,-0,-655.193,0,655.193,-0,
0.2948,3.45,0,5.033,-0,4.8604,0,2.3799,-0,1.5831,-0.2085,0.2085,-0,-655.261,0,655.261,-0,
0.2948,3.45,0,5.0331,-0,4.8571,0,2.381,-0,1.583,-0.2085,0.2085,-0,-655.328,0,655.328,-0,
0.2948,3.4501,0,5.0331,-0,4.8539,0,2.382,-0,1.583,-0.2085,0.2085,-0,-655.395,0,655.395,-0,
0.2948,3.4501,0,5.0331,-0,4.8506,0,2.3831,-0,1.583,-0.2085,0.2085,-0,-655.463,0,655.463,-0,
0.2948,3.4502,0,5.0331,-0,4.8473,0,2.3842,-0,1.583,-0.2085,0.2085,-0,-655.53,0,655.53,-0,
0.2948,3.4502,0,5.0332,-0,4.844,0,2.3853,-0,1.5829,-0.2085,0.2085,-0,-655.597,0,655.597,-0,
0.2948,3.4503,0,5.0332,-0,4.8407,0,2.3864,-0,1.5829,-0.2085,0.2085,-0,-655.663,0,655.663,-0,
0.2948,3.4503,0,5.0332,-0,4.8375,0,2.3875,-0,1.5829,-0.2086,0.2086,-0,-655.73,0,655.73,-0,
0.2948,3.4504,0,5.0332,-0,4.8342,0,2.3886,-0,1.5829,-0.2086,0.2086,-0,-655.797,0,655.797,-0,
0.2949,3.4504,0,5.0333,-0,4.8309,0,2.3897,-0,1.5828,-0.2086,0.2086,-0,-655.863,0,655.863,-0,
0.2949,3.4505,0,5.0333,-0,4.8276,0,2.3908,-0,1.5828,-0.2086,0.2086,-0,-655.929,0,655.929,-0,
0.2949,3.4505,0,5.0333,-0,4.8243,0,2.3919,-0,1.5828,-0.2086,0.2086,-0,-655.996,0,655.996,-0,
0.2949,3.4506,0,5.0333,-0,4.8211,0,2.393,-0,1.5828,-0.2086,0.2086,-0,-656.062,0,656.062,-0,
0.2949,3.4506,0,5.0334,-0,4.8178,0,2.3941,-0,1.5827,-0.2086,0.2086,-0,-656.128,0,656.128,-0,
0.2949,3.4507,0,5.0334,-0,4.8145,0,2.3952,-0,1.5827,-0.2086,0.2086,-0,-656.194,0,656.194,-0,
0.2949,3.4507,0,5.0334,-0,4.8112,0,2.3963,-0,1.5827,-0.2087,0.2087,-0,-656.259,0,656.259,-0,
0.2949,3.4508,0,5.0334,-0,4.8079,0,2.3974,-0,1.5827,-0.2087,0.2087,-0,-656.325,0,656.325,-0,
0.2949,3.4508,0,5.0335,-0,4.8047,0,2.3984,-0,1.5826,-0.2087,0.2087,-0,-656.39,0,656.39,-0,
0.2949,3.4509,0,5.0335,-0,4.8014,0,2.3995,-0,1.5826,-0.2087,0.2087,-0,-656.456,0,656.456,-0,
0.295,3.4509,0,5.0335,-0,4.7981,0,2.4006,-0,1.5826,-0.2087,0.2087,-0,-656.521,0,656.521,-0,
0.295,3.451,0,5.0335,-0,4.7948,0,2.4017,-0,1.5826,-0.2087,0.2087,-0,-656.586,0,656.586,-0,
0.295,3.451,0,5.0335,-0,4.7915,0,2.4028,-0,1.5825,-0.2087,0.2087,-0,-656.651,0,656.651,-0,
0.295,3.4511,0,5.0336,-0,4.7882,0,2.4039,-0,1.5825,-0.2087,0.2087,-0,-656.716,0,656.716,-0,
0.295,3.4511,0,5.0336,-0,4.785,0,2.405,-0,1.5825,-0.2088,0.2088,-0,-656.781,0,656.781,-0,
0.295,3.4511,0,5.0336,-0,4.7817,0,2.4061,-0,1.5825,-0.2088,0.2088,-0,-656.846,0,656.846,-0,
0.295,3.4512,0,5.0336,-0,4.7784,0,2.4072,-0,1.5824,-0.2088,0.2088,-0,-656.91,0,656.91,-0,
0.295,3.4512,0,5.0337,-0,4.7751,0,2.4083,-0,1.5824,-0.2088,0.2088,-0,-656.975,0,656.975,-0,
0.295,3.4513,0,5.0337,-0,4.7718,0,2.4094,-0,1.5824,-0.2088,0.2088,-0,-657.039,0,657.039,-0,
0.295,3.4513,0,5.0337,-0,4.7685,0,2.4105,-0,1.5824,-0.2088,0.2088,-0,-657.104,0,657.104,-0,
0.2951,3.4514,0,5.0337,-0,4.7653,0,2.4116,-0,1.5824,-0.2088,0.2088,-0,-657.168,0,657.168,-0,
0.2951,3.4514,0,5.0338,-0,4.762,0,2.4127,-0,1.5823,-0.2088,0.2088,-0,-657.232,0,657.232,-0,
0.2951,3.4515,0,5.0338,-0,4.7587,0,2.4138,-0,1.5823,-0.2088,0.2088,-0,-657.295,0,657.295,-0,
0.2951,3.4515,0,5.0338,-0,4.7554,0,2.4149,-0,1.5823,-0.2089,0.2089,-0,-657.359,0,657.359,-0,
0.2951,3.4516,0,5.0338,-0,4.7521,0,2.416,-0,1.5823,-0.2089,0.2089,-0,-657.423,0,657.423,-0,
0.2951,3.4516,0,5.0339,-0,4.7488,0,2.4171,-0,1.5822,-0.2089,0.2089,-0,-657.486,0,657.486,-0,
0.2951,3.4517,0,5.0339,-0,4.7455,0,2.4182,-0,1.5822,-0.2089,0.2089,-0,-657.55,0,657.55,-0,
0.2951,3.4517,0,5.0339,-0,4.7422,0,2.4193,-0,1.5822,-0.2089,0.2089,-0,-657.613,0,657.613,-0,
0.2951,3.4518,0,5.0339,-0,4.739,0,2.4203,-0,1.5822,-0.2089,0.2089,-0,-657.677,0,657.677,-0,
0.2951,3.4518,0,5.034,-0,4.7357,0,2.4214,-0,1.5821,-0.2089,0.2089,-0,-657.74,0,657.74,-0,
0.2952,3.4519,0,5.034,-0,4.7324,0,2.4225,-0,1.5821,-0.2089,0.2089,-0,-657.803,0,657.803,-0,
0.2952,3.4519,0,5.034,-0,4.7291,0,2.4236,-0,1.5821,-0.2089,0.2089,-0,-657.865,0,657.865,-0,
0.2952,3.452,0,5.034,-0,4.7258,0,2.4247,-0,1.5821,-0.209,0.209,-0,-657.928,0,657.928,-0,
0.2952,3.452,0,5.0341,-0,4.7225,0,2.4258,-0,1.5821,-0.209,0.209,-0,-657.991,0,657.991,-0,
0.2952,3.4521,0,5.0341,-0,4.7192,0,2.4269,-0,1.582,-0.209,0.209,-0,-658.053,0,658.053,-0,
0.2952,3.4521,0,5.0341,-0,4.7159,0,2.428,-0,1.582,-0.209,0.209,-0,-658.116,0,658.116,-0,
0.2952,3.4521,0,5.0341,-0,4.7126,0,2.4291,-0,1.582,-0.209,0.209,-0,-658.178,0,658.178,-0,
0.2952,3.4522,0,5.0342,-0,4.7093,0,2.4302,-0,1.582,-0.209,0.209,-0,-658.24,0,658.24,-0,
0.2952,3.4522,0,5.0342,-0,4.7061,0,2.4313,-0,1.5819,-0.209,0.209,-0,-658.302,0,658.302,-0,
0.2952,3.4523,0,5.0342,-0,4.7028,0,2.4324,-0,1.5819,-0.209,0.209,-0,-658.364,0,658.364,-0,
0.2953,3.4523,0,5.0342,-0,4.6995,0,2.4335,-0,1.5819,-0.2091,0.2091,-0,-658.426,0,658.426,-0,
0.2953,3.4524,0,5.0343,-0,4.6962,0,2.4346,-0,1.5819,-0.2091,0.2091,-0,-658.487,0,658.487,-0,
0.2953,3.4524,0,5.0343,-0,4.6929,0,2.4357,-0,1.5818,-0.2091,0.2091,-0,-658.549,0,658.549,-0,
0.2953,3.4525,0,5.0343,-0,4.6896,0,2.4368,-0,1.5818,-0.2091,0.2091,-0,-658.61,0,658.61,-0,
0.2953,3.4525,0,5.0343,-0,4.6863,0,2.4379,-0,1.5818,-0.2091,0.2091,-0,-658.672,0,658.672,-0,
0.2953,3.4526,0,5.0343,-0,4.683,0,2.439,-0,1.5818,-0.2091,0.2091,-0,-658.733,0,658.733,-0,
0.2953,3.4526,0,5.0344,-0,4.6797,0,2.4401,-0,1.5818,-0.2091,0.2091,-0,-658.794,0,658.794,-0,
0.2953,3.4527,0,5.0344,-0,4.6764,0,2.4412,-0,1.5817,-0.2091,0.2091,-0,-658.855,0,658.855,-0,
0.2953,3.4527,0,5.0344,-0,4.6731,0,2.4423,-0,1.5817,-0.2091,0.2091,-0,-658.916,0,658.916,-0,
0.2953,3.4528,0,5.0344,-0,4.6698,0,2.4434,-0,1.5817,-0.2092,0.2092,-0,-658.977,0,658.977,-0,
0.2954,3.4528,0,5.0345,-0,4.6665,0,2.4445,-0,1.5817,-0.2092,0.2092,-0,-659.037,0,659.037,-0,
0.2954,3.4528,0,5.0345,-0,4.6632,0,2.4456,-0,1.5816,-0.2092,0.2092,-0,-659.098,0,659.098,-0,
0.2954,3.4529,0,5.0345,-0,4.6599,0,2.4467,-0,1.5816,-0.2092,0.2092,-0,-659.158,0,659.158,-0,
0.2954,3.4529,0,5.0345,-0,4.6566,0,2.4478,-0,1.5816,-0.2092,0.2092,-0,-659.218,0,659.218,-0,
0.2954,3.453,0,5.0346,-0,4.6534,0,2.4489,-0,1.5816,-0.2092,0.2092,-0,-659.279,0,659.279,-0,
0.2954,3.453,0,5.0346,-0,4.6501,0,2.45,-0,1.5816,-0.2092,0.2092,-0,-659.339,0,659.339,-0,
0.2954,3.4531,0,5.0346,-0,4.6468,0,2.4511,-0,1.5815,-0.2092,0.2092,-0,-659.399,0,659.399,-0,
0.2954,3.4531,0,5.0346,-0,4.6435,0,2.4522,-0,1.5815,-0.2092,0.2092,-0,-659.458,0,659.458,-0,
0.2954,3.4532,0,5.0347,-0,4.6402,0,2.4533,-0,1.5815,-0.2093,0.2093,-0,-659.518,0,659.518,-0,
0.2954,3.4532,0,5.0347,-0,4.6369,0,2.4544,-0,1.5815,-0.2093,0.2093,-0,-659.578,0,659.578,-0,
0.2955,3.4533,0,5.0347,-0,4.6336,0,2.4555,-0,1.5814,-0.2093,0.2093,-0,-659.637,0,659.637,-0,
0.2955,3.4533,0,5.0347,-0,4.6303,0,2.4566,-0,1.5814,-0.2093,0.2093,-0,-659.696,0,659.696,-0,
0.2955,3.4534,0,5.0348,-0,4.627,0,2.4577,-0,1.5814,-0.2093,0.2093,-0,-659.756,0,659.756,-0,
0.2955,3.4534,0,5.0348,-0,4.6237,0,2.4588,-0,1.5814,-0.2093,0.2093,-0,-659.815,0,659.815,-0,
0.2955,3.4535,0,5.0348,-0,4.6204,0,2.4599,-0,1.5814,-0.2093,0.2093,-0,-659.874,0,659.874,-0,
0.2955,3.4535,0,5.0348,-0,4.6171,0,2.461,-0,1.5813,-0.2093,0.2093,-0,-659.933,0,659.933,-0,
0.2955,3.4535,0,5.0349,-0,4.6138,0,2.4621,-0,1.5813,-0.2093,0.2093,-0,-659.991,0,659.991,-0,
0.2955,3.4536,0,5.0349,-0,4.6105,0,2.4632,-0,1.5813,-0.2094,0.2094,-0,-660.05,0,660.05,-0,
0.2955,3.4536,0,5.0349,-0,4.6072,0,2.4643,-0,1.5813,-0.2094,0.2094,-0,-660.109,0,660.109,-0,
0.2955,3.4537,0,5.0349,-0,4.6039,0,2.4654,-0,1.5813,-0.2094,0.2094,-0,-660.167,0,660.167,-0,
0.2956,3.4537,0,5.035,-0,4.6006,0,2.4665,-0,1.5812,-0.2094,0.2094,-0,-660.225,0,660.225,-0,
0.2956,3.4538,0,5.035,-0,4.5973,0,2.4676,-0,1.5812,-0.2094,0.2094,-0,-660.283,0,660.283,-0,
0.2956,3.4538,0,5.035,-0,4.594,0,2.4687,-0,1.5812,-0.2094,0.2094,-0,-660.341,0,660.341,-0,
0.2956,3.4539,0,5.035,-0,4.5907,0,2.4698,-0,1.5812,-0.2094,0.2094,-0,-660.399,0,660.399,-0,
0.2956,3.4539,0,5.0351,-0,4.5874,0,2.4709,-0,1.5811,-0.2094,0.2094,-0,-660.457,0,660.457,-0,
0.2956,3.454,0,5.0351,-0,4.5841,0,2.472,-0,1.5811,-0.2094,0.2094,-0,-660.515,0,660.515,-0,
0.2956,3.454,0,5.0351,-0,4.5808,0,2.4731,-0,1.5811,-0.2094,0.2094,-0,-660.572,0,660.572,-0,
0.2956,3.454,0,5.0351,-0,4.5775,0,2.4742,-0,1.5811,-0.2095,0.2095,-0,-660.63,0,660.63,-0,
0.2956,3.4541,0,5.0352,-0,4.5742,0,2.4753,-0,1.5811,-0.2095,0.2095,-0,-660.687,0,660.687,-0,
0.2956,3.4541,0,5.0352,-0,4.5709,0,2.4764,-0,1.581,-0.2095,0.2095,-0,-660.744,0,660.744,-0,
0.2957,3.4542,0,5.0352,-0,4.5675,0,2.4775,-0,1.581,-0.2095,0.2095,-0,-660.802,0,660.802,-0,
0.2957,3.4542,0,5.0352,-0,4.5642,0,2.4786,-0,1.581,-0.2095,0.2095,-0,-660.859,0,660.859,-0,
0.2957,3.4543,0,5.0353,-0,4.5609,0,2.4797,-0,1.581,-0.2095,0.2095,-0,-660.915,0,660.915,-0,
0.2957,3.4543,0,5.0353,-0,4.5576,0,2.4808,-0,1.581,-0.2095,0.2095,-0,-660.972,0,660.972,-0,
